App Number,App Name,Status,Application Date,Issued Date,Location Description,Street Number,Street Name,Street Suffix,City,Zip Code,Start Date and Time,End Date and Time
PUB741328,PMK,Closed,2017-08-08 13:43:39+00,,212 Clarendon Street,535 to 541,Boylston,ST,Boston,02116,2017-09-01,2017-09-01
PUB741143,Cabin/Ring Shout,Closed,2017-08-08 02:39:05+00,2017-08-09 20:04:31+00,"Valley Gates Parking Lot, intersection of Circuit Drive and Jewish War Veterans Drive, Franklin Park, Boston",100,Jewish War Veterans,DR,Jamaica Plain,02124,2017-09-10,2017-09-10
PUB741023,MOAR Recovery Month,Closed,2017-08-07 20:22:16+00,2017-08-17 14:27:35+00,Flag Poles to Cambridge to State to congress to Faneuil Hall ,1,City Hall,PZ,Boston,02114,2017-09-20,2017-09-20
PUB740999,Open Newbury Street,Closed,2017-08-07 19:29:53+00,2017-08-09 20:07:23+00,"Newbury Street from Arlington Street to Massachusetts Ave - Intersections at Exeter, Fairfield, Gloucester to be pedestrianized",10 to 12,Newbury,ST,Boston,02116,2016-08-13,2016-08-13
PUB740830,Jump Into Peace,Closed,2017-08-07 15:59:07+00,2017-08-08 16:17:17+00,Malcolm X Park on Martin Luther King BLVD,150,Martin Luther King Jr,BL,Roxbury,02119,2017-09-09,2017-09-09
PUB740388,ALT ROCKS BOSTON,Closed,2017-08-04 19:59:29+00,2017-08-21 17:22:46+00,536-540 Harrison Ave,536,Harrison,AV,Roxbury,02118,2017-09-09,2017-09-09
PUB740308,S. B. Catholic Jingle Bell Run,Closed,2017-08-04 18:10:37+00,2017-11-06 18:16:31+00,See Attached,866,Broadway,,South Boston,02127,2017-12-02,2017-12-02
PUB740089,Chester Park Block Party,Closed,2017-08-04 14:33:09+00,2017-08-24 20:42:33+00,Chester Park (north side) and Chester Square,522,Massachusetts,AV,Roxbury,02118,2017-09-09,2017-09-09
PUB739815,Dudley Street Neighborhood,Closed,2017-08-03 20:30:17+00,2017-08-08 16:18:06+00,,621,Dudley,ST,Dorchester,02125,2017-08-19,2017-08-19
PUB739798,Martha Eliot Health and Safety,Closed,2017-08-03 20:08:22+00,2017-08-22 18:01:07+00,"75 Bickford St, Jamaica Plain, MA 02130",75,Bickford,ST,Jamaica Plain,02130,2017-09-16,2017-09-16
PUB739535,Alyse's 4th Birthday Party,Closed,2017-08-03 15:26:10+00,2017-08-04 15:53:18+00,"300 1st Ave, Charlestown, MA 02129
",300,First,AV,Charlestown,02129,2017-09-17,2017-09-17
PUB739350,OM Chanting Boston,Closed,2017-08-03 12:42:59+00,2017-08-09 20:09:09+00,Boston Common Park - we will be seated in a circle for meditation. ,139,Tremont,ST,Boston,02116,2017-10-08,2017-10-08
PUB739157,STOP THE VIOLENCE,Closed,2017-08-02 18:27:55+00,2017-08-23 20:37:54+00,56 MOUNT PLEASANT TO 24 MOUNT PLEASANT,24 to 26,Forest,ST,Roxbury,02119,2017-09-09,2017-09-09
PUB738615,Dorchester Bike and Brew,Closed,2017-08-01 21:18:33+00,2017-08-07 20:15:19+00,Talbot Ave between Dorchester Ave & Welles Ave,551,Talbot,AVE,Dorchester,02124,2017-09-13,2017-09-13
PUB738613,Asian America day Festival,Closed,2017-08-01 20:58:39+00,,corner of beacon street and Charles Street,7,Charles,ST,Boston,02108,2017-09-09,2017-09-09
PUB737833,The Art of the Chalice,Closed,2017-07-31 21:22:26+00,2017-08-07 20:12:55+00,The 100ft long by 50 ft wide event site will be located on the lawn of Dewey Square. ,600,Atlantic,AV,Boston,02210,2017-08-23,2017-08-23
PUB737778,Godiva Summer Tour,Closed,2017-07-31 19:14:37+00,2017-08-02 20:22:48+00,Dewey Square Park right in front of Mural as agreed by the Greenway,600,Atlantic,AV,Boston,02210,2017-08-29,2017-08-30
PUB737254,Block party / Heathcote,Closed,2017-07-30 17:39:36+00,2017-08-01 17:12:48+00,"All of Heathcote Street, Roslindale",6 to 8,Heathcote,ST,Roslindale,02131,2017-08-19,2017-08-19
PUB737035,Half to St Patrick's Day 5k Bl,Closed,2017-07-28 17:28:11+00,2017-08-01 17:30:11+00,,8 to 12,Birch,ST,Roslindale,02131,2017-09-10,2017-09-10
PUB736930,Chinatown National Night Out,Closed,2017-07-28 15:27:55+00,2017-07-28 20:26:18+00,"232 Harrison Avenue
Fong Cheong 617-423-5900",35,Oak,ST,Boston,02111,2017-08-01,2017-08-01
PUB736870,East Meets West,Closed,2017-07-28 14:40:59+00,2017-07-28 20:25:27+00,Chinatown Park on the Greenway,29 to 33,Edinboro,ST,Boston,02111,2017-07-29,2017-07-29
PUB736520,Taste of the Seaport,Closed,2017-07-27 17:54:32+00,2017-08-07 20:14:30+00,"Parcel H, Fan Pier, Boston, MA 02210",85,Northern,AV,Boston,02210,2017-09-12,2017-09-12
PUB736492,Community Summer Event,Closed,2017-07-27 17:19:54+00,2017-08-04 15:50:31+00,"Dorchester, MA ",20,Charlotte,ST,Dorchester,02121,2017-08-12,2017-08-12
PUB736262,Central America Flag Raising,Closed,2017-07-27 13:54:49+00,2017-08-04 15:51:28+00,Boston City Hall Plaza,1,City Hall,PZ,Boston,02114,2017-09-10,2017-09-10
PUB736107,Outdoor Community Tables,Closed,2017-07-26 21:10:41+00,2017-07-27 16:30:01+00,,12 to 14,Dade,ST,Roxbury,02119,2017-08-12,2017-08-12
PUB736099,Border Crossing Music Mash-Up,Closed,2017-07-26 20:36:28+00,2017-07-27 16:30:54+00,"Dates requested: 8/13, 8/20, 8/27, 9/10 - 4:00pm-7pm in Adams Park",4225,Washington,ST,Roslindale,02131,2017-08-13,2017-08-13
PUB736087,Mike & Patty's Block Party,Closed,2017-07-26 20:03:38+00,2017-08-02 20:14:03+00,Fayette Street or Church street one block closed for the party. ,48,Fayette,ST,Boston,02116,2017-08-27,2017-08-27
PUB736059,Lets Dance Boston,Closed,2017-07-26 19:19:09+00,2017-08-07 20:16:08+00,,390 to 400R,Atlantic,AV,Boston,02110,2017-09-13,2017-09-17
PUB735978,South Boston Italian Pride,Closed,2017-07-26 17:42:46+00,2017-08-02 19:56:52+00,Will be contained within the park,775,First,ST,South Boston,02127,2017-08-18,2017-08-18
PUB735957,HUBweek,Closed,2017-07-26 17:31:15+00,2017-08-07 20:23:53+00,"City Hall Plaza, Boston",1,City Hall,PZ,Boston,02114,2017-10-12,2017-10-15
PUB735937,Dinner Under the Stars,Closed,2017-07-26 17:08:30+00,2017-08-04 15:52:20+00,"Parcel 15 and 16 - between Milk, India, Atlantic and Surface Streets",559,Atlantic,AV,Boston,02110,2017-09-09,2017-09-09
PUB735563,Boston Book Festival,Closed,2017-07-26 11:10:28+00,2017-08-07 20:17:40+00,,790,Boylston,ST,Boston,02199,2017-10-28,2017-10-28
PUB735346,Madonna Della Cava Feast,Closed,2017-07-25 18:06:34+00,2017-08-01 17:22:03+00,"Hanover Street
Battery Street
Joe Santangelo 
617-970-2147",416 to 418,Hanover,ST,Boston,02113,2017-08-11,2017-08-13
PUB735305,White Coats Ceremony,Closed,2017-07-25 17:33:33+00,2017-07-26 20:50:31+00,"Quad, Grassy Area",25,Shattuck,ST,Boston,02115,2017-08-04,2017-08-04
PUB734857,Russell Street Block Party,Closed,2017-07-25 00:27:35+00,2017-08-04 15:49:02+00,Russell Street - block from Sullivan to Walker street,36 to 38,Russell,ST,Charlestown,02129,2017-09-08,2017-09-08
PUB734797,Boston Mini Maker Faire,Closed,2017-07-24 19:25:00+00,2017-08-07 20:16:55+00,Boston Children's Museum,308 to 316,Congress,ST,Boston,02210,2017-09-17,2017-09-17
PUB734284,Boston Audit the Fed,Closed,2017-07-22 17:20:02+00,2017-08-01 17:19:38+00,"Freedom Trail Foundation
139 Tremont St, Boston, Massachusetts 02108",139,Tremont,ST,Boston,02116,2017-09-23,2017-09-23
PUB734259,Run Your World Tour,Closed,2017-07-21 20:35:01+00,2017-07-24 18:21:18+00,Cassidy Playground,381,Chestnut Hill,AV,Brighton,02135,2017-07-22,2017-07-22
PUB733713,Catholic Memorial 5K,Closed,2017-07-20 17:38:35+00,,"Pre-race registration on CM baseball field. Race route: -Start on Gardner St. 
-Cross Baker, continue on Gardner, 
-Left on Wycliff,
-Left as Wycliff turns,
-Left on Baker and runs north to VFW Parkway,
- Turns right on VFW Parkway to LaGrange St.,
- Turns right on LaGrange St. 
- Turns right on Centre St. 
- Bears right on Spring St.
- Bears right on Gardner St.  
- Enters school driveway and proceeds through parking lot  to track,
- Lap around track to Finish",235,Baker,ST,West Roxbury,02132,2017-09-17,2017-09-17
PUB733294,Fishermans Feast of boston,Closed,2017-07-19 20:36:37+00,2017-08-01 17:21:14+00,Lewis St,138 to 142,Fulton,ST,Boston,02113,2017-08-17,2017-08-20
PUB732928,Block Party,Closed,2017-07-19 13:27:24+00,2017-07-26 20:47:16+00,9 Perkins Ave,9,Perkins,AV,Hyde Park,02136,2017-08-20,2017-08-20
PUB732765,Our Mattapan Block Party,Closed,2017-07-18 22:37:50+00,,From Blue Hill Avenue to Cummins Highway.,10,Fairway,ST,Mattapan,02126,2017-07-29,2017-07-29
PUB732726,Rise Up Against Addiction 5K R,Closed,2017-07-18 19:56:16+00,2017-08-09 20:06:15+00,The 5K run/walk route will be within the confines of Franklin Park.,1,Franklin Park,RD,Jamaica Plain,02121,2017-10-27,2017-10-28
PUB732170,Boston unCommon Music Festival,Closed,2017-07-18 01:05:48+00,2017-08-08 16:18:54+00,Bandstand Stage,167,Tremont,ST,Boston,02116,2017-10-07,2017-10-07
PUB732136,New Years Eve Midnight Firewor,Closed,2017-07-17 20:55:57+00,2017-10-04 18:18:36+00,Boston Harbor - on fireworks barge off of Long Wharf,30,Rowes,WH,Boston,02110,2019-01-01,2019-01-01
PUB732115,10th Annual Boston GreenFest,Closed,2017-07-17 19:50:20+00,2017-08-01 17:23:32+00,Boston City Hall Plaza,4,Archdale,RD,Roslindale,02130,2017-08-11,2017-08-13
PUB732048,Horner Family Graduation Celeb,Closed,2017-07-17 18:27:07+00,,"Playstead picnic area near tennis, basketball ",1,Pierpont,RD,Jamaica Plain,02121,2017-08-20,2017-08-20
PUB731833,CAMPAIGN KICKOFF AND FAMILY FU,Closed,2017-07-17 15:52:07+00,2017-07-24 18:24:30+00,PARKING LOT AND INSIDE,55,Hallet,ST,Dorchester,02124,2017-07-22,2017-07-22
PUB731374,Crosstown Music Fridays in Aug,Closed,2017-07-16 16:37:09+00,2017-07-24 18:22:11+00,One North Square,2 to 4,Moon,ST,Boston,02113,2017-08-04,2017-08-25
PUB731353,National Jamaica Patty Day,Closed,2017-07-15 21:36:20+00,2017-07-27 16:31:37+00,"1614 Blue Hill Avenue
Mattapan, MA 02126",1614,Blue Hill,AV,Mattapan,02126,2017-08-05,2017-08-05
PUB731314,African Festival of Boston,Closed,2017-07-14 20:13:26+00,2017-07-26 20:49:42+00,"Rose Fitzgerald Kennedy Greenway.Atlantic Ave & High St, Boston, MA 02110",105 to 111,Chauncy,ST,Boston,02111,2017-07-29,2017-07-29
PUB731282,John Joe Somers Day,Closed,2017-07-14 18:59:51+00,,behind the Green Dragon Tavern,11 to 12,Marshall,ST,Boston,02108,2017-09-17,2017-09-17
PUB731200,National Night Out,Closed,2017-07-14 17:56:19+00,2017-07-14 21:04:00+00,,353,Centre,ST,Jamaica Plain,02130,2017-07-31,2017-07-31
PUB731186,National Night Out,Closed,2017-07-14 17:42:09+00,2017-07-14 21:07:19+00,,150,Readville,ST,Hyde Park,02136,2017-07-31,2017-07-31
PUB731168,Speak Out For Life,Closed,2017-07-14 17:27:06+00,2017-07-24 18:25:18+00,"205-211 Harold Street
Dorchester. ma",205 to 211,Harold,ST,Dorchester,02121,2017-07-14,2017-08-19
PUB730916,East Meets West,Closed,2017-07-14 12:40:12+00,2017-07-24 18:23:02+00,Chinatown Park on the Greenway,29 to 33,Edinboro,ST,Boston,02111,2017-07-15,2017-07-15
PUB730880,SPEAK OUT FOR LIFE,Open,2017-07-14 09:16:15+00,,"205-211 Harold Street
Dorchester, Ma 02121",205 to 211,Harold,ST,Dorchester,02121,2017-07-14,2017-08-19
PUB730725,Biggest Fun,Closed,2017-07-13 18:38:29+00,2017-07-28 20:27:59+00,105 Allston Street,105,Allston,ST,Allston,02134,2017-08-18,2017-08-18
PUB730720,National Night Out Almont Park,Closed,2017-07-13 18:36:56+00,2017-07-14 21:05:56+00,40 Almont Park,40,Almont,ST,Mattapan,02126,2017-07-31,2017-07-31
PUB730664,ZUMIX Radio Block Party,Closed,2017-07-13 17:58:45+00,2017-08-07 20:19:21+00,"ZUMIX Firehouse, Orleans St (from Sumner St. to Everett St), East Boston Neighborhood Health Center Parking Lot",260,Sumner,ST,East Boston,02128,2017-09-23,2017-09-23
PUB730384,National Night Out Chest Nut H,Closed,2017-07-13 13:23:41+00,2017-07-14 21:06:35+00,30 Chestnut Hill Ave,30,Chestnut Hill,AV,Brighton,02135,2017-07-31,2017-07-31
PUB730274,Mary Longly's National Night O,Closed,2017-07-12 23:26:10+00,2017-08-01 17:18:02+00,top to bottom of wellington street,23,Wellington,ST,Roxbury,02118,2017-08-01,2017-08-02
PUB730273,Ben & Jerry's Free Ice Cream,Closed,2017-07-12 21:41:17+00,2017-07-13 21:14:54+00,Greenway Open Market,200,State,ST,Boston,02109,2017-08-06,2017-08-06
PUB730272,Ben & Jerry's Free Ice Cream,Closed,2017-07-12 21:38:38+00,2017-07-13 21:14:08+00,"Rowes Wharf Plaza: 375W Atlantic Ave, Boston, MA, 02110",350,Atlantic,AV,Boston,02110,2017-08-05,2017-08-05
PUB730167,ALT 92.9 Copley Concert,Closed,2017-07-12 17:04:25+00,2017-08-01 17:26:39+00,Right in Copley Square Park,560,Boylston,ST,Boston,02116,2017-08-31,2017-08-31
PUB730166,ALT 92.9 Copley Concert,Closed,2017-07-12 17:02:03+00,2017-08-01 17:25:50+00,In Copley Square Park,560,Boylston,ST,Boston,02116,2017-08-17,2017-08-17
PUB730139,Cultural Fair and BBQ,Closed,2017-07-12 16:28:27+00,2017-07-13 21:11:52+00,Mt Ida Road from Homes Ave to Marie Street,64,MT IDA,RD,Dorchester,02122,2017-07-23,2017-07-23
PUB729854,Fallon Field events after Para,Closed,2017-07-12 04:56:27+00,2017-08-21 17:18:07+00,Fallon Field Roslindale,79,Robert,ST,Roslindale,02131,2017-10-01,2017-10-01
PUB729639,Divine Savior of the Lord Proc,Closed,2017-07-11 17:32:06+00,2017-07-12 19:03:03+00,The procession begins at 72 Maverick Street heading towards Havre Street. It turns left on Havre Street heading to Decatur Street and Meridian intersection It turns left on Decatur Street heading towards Border Street. It turns left on Border Street heading towards Sumner Street. It turns left on Sumner Street until London Street. It turns left on Maverick Square until Maverick Street. It turns left on Maverick Street until London Street. It turns right to London Street and ends on the back side of Most Holy Redeemer parking lot.,65,London,ST,East Boston,02128,2017-08-06,2017-08-06
PUB729577,Wayfair/Kelsey Montague Street,Open,2017-07-11 16:14:58+00,,Somewhere in close proximity to Boston Common that receives a high volume of foot traffic.,2 to 16,Tremont,ST,Boston,02108,2017-08-01,2017-09-01
PUB729412,Hip Hop Jeopardy,Closed,2017-07-11 14:03:57+00,2017-07-14 21:04:44+00,Lobby of Residence Inn / atrium area ,364 to 372,Congress,ST,Boston,02210,2017-08-05,2017-08-05
PUB729194,Parish Festival 2017,Closed,2017-07-10 22:00:04+00,2017-07-24 18:29:49+00,Parish parking lot,65,London,ST,East Boston,02128,2017-07-29,2017-07-30
PUB729040,East Boston Block Party 2017,Closed,2017-07-10 17:59:26+00,2017-07-12 19:03:51+00,Public Parking in the LOT,46,Bennington,ST,East Boston,02128,2017-07-16,2017-07-16
PUB728842,Mookie's Big League Bowl,Closed,2017-07-10 14:21:24+00,2017-07-12 19:02:13+00,Red carpet & tent set up on sidewalk outside of entrance of 145 Ipswich St,145 to 151,Ipswich,ST,Boston,02215,2017-08-17,2017-08-17
PUB728655,Wheelock Dance Marathon 5k,Closed,2017-07-09 17:24:23+00,2017-08-02 20:35:16+00,Clemente field track,151,Park,DR,Boston,02215,2017-09-24,2017-09-24
PUB728640,REEKROSE MUSIC VIDEO BLOCK PAR,Closed,2017-07-09 01:49:14+00,,Rosewood st,110A to 110,Rosewood,ST,Mattapan,02126,2017-08-19,2017-08-19
PUB728597,IGBO DAY CULTURAL FIESTA,Closed,2017-07-07 21:43:32+00,2017-08-02 20:23:36+00,,1,Franklin Park,RD,Jamaica Plain,02121,2017-08-12,2017-08-12
PUB728569,Rock Band at The Verb,Closed,2017-07-07 19:44:13+00,2017-07-24 18:28:04+00,Rear parking lot of The Verb Hotel along Van Ness St.,1271,Boylston,ST,Boston,02215,2017-08-12,2017-08-12
PUB728568,Boston Free Speech Rally,Closed,2017-07-07 19:42:57+00,2017-07-12 19:04:40+00,Parkman Bandstand,167,Tremont,ST,Boston,02116,2017-08-19,2017-08-19
PUB728519,The Duck Dash,Closed,2017-07-07 18:31:36+00,2017-08-17 14:28:25+00,Harborwalk from 114 16th Street to Boardwalk,114,Sixteenth,ST,Charlestown,02129,2017-10-14,2017-10-14
PUB728386,Brazil on the Greenway II,Closed,2017-07-07 15:37:25+00,2017-07-10 17:06:44+00,Rose Kennedy Greenway - Parcel 21 - 175 Purchase St.,165,PURCHASE,ST,Financial District,02110,2017-07-15,2017-07-15
PUB728329,Federal Housing Action,Closed,2017-07-07 14:53:23+00,2017-07-26 20:48:56+00,At Sam Adams Park outside Faneuil Hall. Stationary.,1,Faneuil Hall,SQ,Boston,02109,2017-07-31,2017-07-31
PUB727947,WCWG Block Party,Closed,2017-07-06 17:49:57+00,2017-08-01 17:20:27+00,9 Wardman Road (Rear)which is Waldren Road,7 to 9,Wardman,RD,Roxbury,02119,2017-08-05,2017-08-05
PUB727899,Thang Long Mid Autumn Moon Fes,Closed,2017-07-06 16:55:33+00,2017-08-07 20:18:36+00,Town Field Park,1545,Dorchester,AV,Dorchester,02124,2017-09-16,2017-09-16
PUB727880,VietAid Mid Autumn Moon Festiv,Closed,2017-07-06 16:38:53+00,2017-10-04 18:15:58+00,,1545,Dorchester,AV,Dorchester,02124,2017-10-14,2017-10-14
PUB727745,BMC Employee Culture Day,Closed,2017-07-06 14:04:53+00,2017-08-01 17:28:15+00,830 Harrison Ave - Boston MEdical Center,830 to 840,Harrison,AV,Boston/Roxbury,02118,2017-09-13,2017-09-14
PUB727582,AS Roma FanFest,Closed,2017-07-05 19:46:11+00,2017-07-10 17:04:47+00,Ohiri Field at Harvard University,65,Harvard,ST,Allston,02163,2017-07-29,2017-07-29
PUB727516,St. Agrippina Feast,Closed,2017-07-05 18:40:46+00,2017-07-24 18:26:16+00,,454 to 464,Hanover,ST,Boston,02113,2017-08-03,2017-08-06
PUB727416,South Street Diner Customer Ap,Closed,2017-07-05 16:44:06+00,2017-08-28 17:54:14+00,Diner and South Street between Beach and Kneeland.,178,Kneeland,ST,Boston,02111,2017-09-17,2017-09-17
PUB727128,Walk for Somalia,Closed,2017-07-03 20:58:12+00,2017-07-07 15:27:19+00,We will be using southwest corridor park--from green street to at least atherton street,154 to 160,Green,ST,Jamaica Plain,02130,2017-08-19,2017-08-19
PUB727113,St. Laurence Procession,Closed,2017-07-03 18:00:20+00,2017-07-14 20:51:47+00,"Dudley, Clarence, George, Shirley and Dudley Streets",400,Dudley,ST,Roxbury,02119,2017-08-13,2017-08-13
PUB727061,NFL KickOff,Closed,2017-07-03 16:02:32+00,2017-08-17 14:24:49+00,,110,Atlantic,AV,Boston,02110,2017-09-07,2017-09-07
PUB726798,Boston Volvo 5K,Closed,2017-06-30 18:51:33+00,2017-10-16 18:27:05+00,attached,75 to 95,Beacon,ST,Brighton,02135,2017-11-23,2017-11-23
PUB726436,Walk for Somalia,Closed,2017-06-29 22:16:16+00,,From primary address to Islamic Society of Boston Cultural Center,203 to 209,Green,ST,Jamaica Plain,02130,2017-08-26,2017-08-26
PUB726081,Coppenhagen Beer Celebration,Closed,2017-06-29 13:22:45+00,2017-07-24 18:31:59+00,536 Harrison Ave.,1,City Hall,PZ,Boston,02114,2017-09-22,2017-09-23
PUB725843,block party,Closed,2017-06-28 18:53:10+00,2017-06-29 20:09:44+00,Perham Street between Sherbrook and Vermont,157,Perham,ST,West Roxbury,02132,2017-08-12,2017-08-12
PUB725829,Block Party,Closed,2017-06-28 18:45:07+00,,Fairmount St in Dorchester. From Milton Ave to Nevada Street.,59A to 59,Fairmount,ST,Dorchester,02124,2017-09-23,2017-09-23
PUB725615,Vietnam Moving Wall Memorial,Closed,2017-06-28 15:06:45+00,2017-06-29 20:10:31+00,We propose placing the wall on the portion of Van Ness Street adjacent to Fenway Park running between Yawkey Way and Ipswich St.,70,Van Ness,ST,Boston,02215,2017-07-14,2017-07-17
PUB725589,Cipotios Town - Kiddie Festiva,Closed,2017-06-28 14:54:09+00,2017-07-26 20:53:09+00,46 Bennignton Street East Boston MA 02128 - Parking Lot,46A to 46,Bennington,ST,East Boston,02128,2017-08-05,2017-08-05
PUB725553,Casper Nap Tour,Closed,2017-06-28 14:38:05+00,2017-06-29 20:06:04+00,Surface Parking Lot at 51-59 India Street,260,Franklin,ST,Boston,02110,2017-07-07,2019-07-09
PUB725197,Casper Nap Tour,Closed,2017-06-27 17:56:18+00,2017-06-29 20:11:20+00,,281 to 283,Franklin,ST,Boston,02110,2017-07-07,2017-07-09
PUB725171,Rock Band at The Verb,Closed,2017-06-27 17:25:28+00,,"1271 Boylston St, Boston MA 02215",1271,Boylston,ST,Boston,02215,2017-07-22,2017-07-22
PUB725129,Bestfest,Closed,2017-06-27 16:25:15+00,2017-07-07 15:29:07+00,City Hall Plaza,1,City Hall,PZ,Boston,02114,2017-07-18,2017-07-18
PUB725078,Dorothy Curran Concert,Closed,2017-06-27 15:27:36+00,2017-06-29 20:16:01+00,North Stage,1,City Hall,PZ,Boston,02114,2017-08-30,2017-08-30
PUB725072,Dorothy Curran Concert,Closed,2017-06-27 15:24:59+00,2017-06-29 20:15:17+00,North Stage,1,City Hall,PZ,Boston,02114,2017-08-23,2017-08-23
PUB725062,Dorothy Curran Concert,Closed,2017-06-27 15:19:00+00,2017-06-29 20:14:33+00,NOrth Stage,1,City Hall,PZ,Boston,02114,2017-08-16,2017-08-16
PUB725057,Dorothy Curran Concert,Closed,2017-06-27 15:16:13+00,2017-06-29 20:13:41+00,,1,City Hall,PZ,Boston,02114,2017-07-12,2017-07-12
PUB724989,CHINATOWN AUGUST MOON FESTIVAL,Closed,2017-06-27 14:25:08+00,2017-07-10 17:05:59+00,"STREETS OF CHINATOWN:  HARRISON AVE; BEACH, TYLER, HUDSON & OXFORD STREETS",252,Harrison,AV,Boston,02111,2017-08-13,2017-08-13
PUB724798,Humes Block Party,Closed,2017-06-27 02:56:55+00,2017-06-29 20:12:47+00,"Humes Road, Dorchester, MA",50,Nahant,AVE,Dorchester,02122,2010-07-15,2010-07-15
PUB724748,Greater Boston Walk to End Alz,Closed,2017-06-26 20:08:59+00,2017-08-09 20:08:16+00,"Event begins at DCR's North Point Park in Cambridge.  The walk route travels to DCR's Paul Revere Park in Boston, along the Harborwalk, onto Constitution Road, through the Charlestown Navy Yard to Pier 4.  The return route to North Point Park goes back through the Navy Yard, along Constitution Road, to DCR's Paul Revere Park and back to DCR's North Point Park.",1,Constitution,RD,Charlestown,02129,2017-09-24,2017-09-24
PUB724722,Let's Talk About Food Festival,Closed,2017-06-26 19:42:17+00,2017-07-24 18:32:53+00, Copley Square Plaza  - need to close off Dartmouth between Boylston and St. James ,230,Dartmouth,ST,Boston,02116,2017-09-23,2017-09-23
PUB724252,Wheelock 5k,Closed,2017-06-26 01:12:06+00,2017-06-27 19:00:58+00,Muddy River loop,150,Riverway,,Boston,02215,2017-09-23,2017-09-23
PUB724205,Health Care = Human Right,Closed,2017-06-24 16:44:39+00,2017-06-27 19:04:15+00,Start around 1154 Boylston Street then walk down to Copley Square to gather and demonstrate for Universal Health Care coverage for every American. ,1154,Boylston,ST,Boston,02115,2017-07-22,2017-07-22
PUB724191,West End Children's Festival,Closed,2017-06-24 16:01:59+00,2017-07-24 18:23:47+00,Thoreau Path is located adjacent to Blossom Court and behind Garden Garage in the Equity Res Complex,75,Blossom,ST,Boston,02114,2017-08-19,2017-08-19
PUB724109,18th Annual South Boston Stree,Closed,2017-06-24 00:51:46+00,2017-08-01 17:29:00+00,"East Broadway
between I Street and 
L Street",610 to 612,Broadway,,South Boston,02127,2017-09-16,2017-09-16
PUB724108,Egleston Square Block Party,Closed,2017-06-23 23:46:57+00,,All of Washington Street from 3082 to 3160,3082 to 3084,Washington,ST,Roxbury,02119,2017-08-19,2017-08-19
PUB723575,ThinkChinatown 2017: Mural Unv,Closed,2017-06-22 19:21:03+00,2017-07-12 14:16:18+00,15-25 Harrison Ave,19 to 25,Harrison,AV,Boston,02111,2017-07-15,2017-07-15
PUB723192,ADA Day,Closed,2017-06-21 19:40:55+00,2017-06-29 20:08:56+00,stationary event on City Hall Plaza,1,City Hall,PZ,Boston,02114,2017-07-25,2017-07-25
PUB722891,Handle Gun Violence,Closed,2017-06-21 14:37:37+00,,"950 Blue hill ave, warren street, martin luther king boulevard, Malcolm x park",950,Blue Hill,AV,Dorchester,02124,2017-08-20,2017-08-20
PUB722695,HSDM Founding Day Celebration,Closed,2017-06-20 21:52:14+00,2017-06-29 20:07:34+00,190 Longwood Avenue,190,Longwood,AV,Boston,02115,2017-07-17,2017-07-17
PUB722650,Camp Casco 5K,Closed,2017-06-20 20:25:11+00,2017-12-28 21:11:24+00,Along the paths of the Arboretum. Hoping to close down Bussey St so the route can move through both parts of the arboretum. I will attach a map.,125,Arborway,,Jamaica Plain,02130,2018-05-20,2018-05-20
PUB722605,Mattapan Farmer's Market,Closed,2017-06-20 19:17:20+00,,487 Norfolk Street to Babson Street to Fremont Street to 525 River Street.,525,River,ST,Mattapan,02126,2017-07-08,2017-07-08
PUB722359,National Night Out Roslindale,Closed,2017-06-20 14:39:24+00,2017-07-13 21:10:34+00,"Adams Park, Roslindale",4225,Washington,ST,Roslindale,02131,2017-07-31,2017-07-31
PUB722074,AeVitas' Free Tech Support,Closed,2017-06-19 18:46:33+00,,Dewey Square Park across from south station,525,Atlantic,AV,Boston,02110,2106-07-17,2107-07-21
PUB721950,DBC 1 year anniversary,Closed,2017-06-19 16:20:25+00,,"1250 Massachusetts Ave, Boston",1246 to 1250,Massachusetts,AV,Dorchester,02125,2017-07-22,2017-07-23
PUB721580,WOW Coalition Community BBQ,Closed,2017-06-16 19:59:22+00,2017-12-13 20:59:45+00,We are hosting a community BBQ on a block of Norwell St. in Dorchester. ,200,Norwell,ST,Dorchester,02124,2017-07-08,2017-07-08
PUB721576,Wedding ceremony,Closed,2017-06-16 19:44:01+00,2017-06-19 18:57:11+00,73 park dr,73,Park,DR,Boston,02215,2017-07-01,2017-07-01
PUB721572,Summer Splash,Closed,2017-06-16 19:27:13+00,2017-06-27 19:02:44+00,"275 Washington St.
Dorchester, MA 02121",277,Washington,ST,Boston,02108,2017-08-19,2017-08-19
PUB721379,Family Fun Day,Closed,2017-06-16 15:01:04+00,2017-06-23 19:54:27+00,,1535,Washington,ST,Roxbury,02118,2017-07-01,2017-07-01
PUB721085,Concerts on the lawn,Closed,2017-06-15 18:59:21+00,2017-06-19 18:51:36+00,"10 New Street, East Boston",10,New,ST,East Boston,02128,2017-06-21,2017-06-21
PUB720539,EPA Union Lunch Rally,Closed,2017-06-14 17:39:22+00,2017-06-19 18:54:11+00,Across the street from 5 Post Office Square,5,Post Office,SQ,Boston,02109,2017-06-21,2017-06-21
PUB720171,Pups n Pints,Closed,2017-06-14 04:26:47+00,2017-06-19 18:56:05+00,Patio outside (gated) where dogs can hang out alongside their owner. ,32 to 34,Batterymarch,ST,Boston,02109,2017-06-01,2017-06-01
