company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_certified,city_registered,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,website,business_type,construction,date_business_established,number_employees,cob_category_codes1,cob_category_codes2,cob_category_codes3,naics_codes1,naics_codes2,naics_codes3,unspsc_code1,unspsc_code2,unspsc_code3
"R Taylor Consulting, LLC","Homeless Services Technical Assistance; Application Administration, Support, and Training; Process Development and Mapping; Grant Writing; Grant Review
",MWBE,SBE,,No,Yes,"2480 Briarcliff Road, NE, #319, Atlanta, GA 30329",Atlanta,GA,30329,Rhonda Taylor,"Rhonda Taylor, Owner",(216) 534-7173,,rhonda@rtaylorconsultingllc.com,rtayloronsultingllc.com,Limited Liability Company (LLC),No,2022,Less than 10,BU - Business Management Consultants,COM - Consultants: Management,COS - Consultants: Systems Analysis,541611 - Administrative Management and General Management Consulting Services ,561110 - Office Administrative Services,541618 - Other Management Consulting Services ,80160000 - Business administration services,,
CSI Support & Development Services,"CSI Support & Development Services is a nonprofit developer, owner and manager of affordable senior rental housing.
",WBE,,,No,No,"110 Florence Street, Malden, MA 02148",Malden,MA,02148,James M Downing,Non-Profit controlled by Board of Directors,(586) 703-0938,,james.downing@csi.coop,www.csi.coop,Non Profit,No,1965,Greater than 100,"RE - Real Estate (Development, Management, Sales and Appraisals)",,,531110 - Lessors of Residential Buildings and Dwellings ,,,94130000 - Civic organizations and associations and movements,,
"A Home 4 Everyone, Inc","Housing Advocacy: We house homeless, at risk of homelessness, victims of domestic violence, seniors and disabled people; We also help clients try and avoid eviction, find resources for rental assistance, furniture, and any other resource they may need.",MWBE,,,No,Yes,"200 Brookline Ave, Unit 401, Boston, MA 02215",Boston,MA,02215,Regina Small,Regina Small,(617) 294-9080,,info@ahome4everyone.org,www.ahome4everyone.org,Non Profit,No,2020,Less than 10,HO - Housing Advocacy,,,813319 - Other Social Advocacy Organizations ,,,93140000 - Community and social services,,
Law Office of Adrienne J Vaughan ,"Law offices providing immigration related services including visa applications, permanent residency and naturalization. ",WBE,,,No,No,"1895 Centre Street, Suit 202, Boston, MA 02132",Boston,MA,02132,Adrienne Vaughan,Adrienne J Vaughan,(617) 840-8515,(617) 845-1222,admin@ajvimmigrationlaw.com,www.ajvimmigrationlaw.com,Limited Liability Company (LLC),No,2012,Less than 10,AT - Attorneys,,,541110 - Offices of Lawyers,,,80120000 - Legal services,,
MDA Wellness,Psychotherapy; Corporate wellness consulting and training,MWBE,SLBE,,No,Yes,"1 WASHINGTON MALL, #1261, Boston, MA 02108",Boston,MA,02108,Marissa Alert,"Marissa Alert, CEO & Founder",(617) 249-3199,,info@mdawellness.com,www.mdawellness.com,Limited Liability Company (LLC),No,2022,Less than 10,"COH - Consultants: Health, Psychological","AHS - Health Care (Providers, Services)",,611430 - Professional and Management Development Training ,621330 - Offices of Mental Health Practitioners (except Physicians) ,"541990 - All Other Professional, Scientific, and Technical Services",60100000 - Developmental and professional teaching aids and materials and accessories and supplies,,
SMB Media Consulting,"MEDIA:  Paid Social Media-Programmatic; Search; SEO; Campaign management & optimization; Emerging channels (Programmatic Radio, CTV/OTT, Podcasting, DOOH, cannabis); Ad operations.  DATA ANALYTICS:  Custom dashboard creation; Auction dynamics; Data management & strategy; Audience creation and targeting; Reporting. 
 VIRTUAL ADMINISTRATION:  Project management;  Professional assistant;  Training",WBE,,,No,No,"323 Fifth Ave, Pelham, New York 10803",Pelham,New York,10803,Stefanie Beach,Stefanie Beach - Founder/CEO,(917) 596-2737,,stefanie@smbmediaconsulting.com,www.smbmediaconsulting.com,Limited Liability Company (LLC),No,2018,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,MK - Marketing,,541810 - Advertising Agencies,541830 - Media Buying Agencies,541613 - Marketing Consulting Services ,82100000 - Advertising,80140000 - Marketing and distribution,
Grafi Media LLC,Photography; Videography; Website; Logo Design; Marketing; Social Media Management; All Media-Based Content. ,MBE,SBE,,No,Yes,"10 Sherman Drive, Randolph, MA 02368",Randolph,MA,02368,Ronald Delorme,Ronald Delorme,(617) 299-2176,,grafimediallc@gmail.com,https://grafimediallc.com/,Limited Liability Company (LLC),No,Grafi Media LLC,Less than 10,PG - Photography,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,541922 - Commercial Photography ,"541921 - Photography Studios, Portrait ",512110 - Motion Picture and Video Production ,82130000 - Photographic services,45130000 - Photographic and recording media,
Better Together Brain Trust,General Contracting; Consulting; Electrical Engineering; Electrical Distribution,MWBE,SLBE,,Yes,No,"38 Warren Street, Boston, Massachusetts 02119",Boston,Massachusetts,02119,Shonte Davidson,"Shonte Davidson, Chief Executive Officer",(401) 714-4440,,shonte.davidson@impactenergy.energy,www.bt2energy.com,Limited Liability Company (LLC),No,2023,Less than 10,EL - Electrical Contractors,COD - Consultants: Design,,238210 - Electrical Contractors and Other Wiring Installation Contractors,541690 - Other Scientific and Technical Consulting Services,,39120000 - Electrical equipment and components and supplies,,
"New Era Advisors, LLC",Electrical; Construction Management; Project Management,MWBE,SLBE,,No,No,"38 Warren St, Boston, MA 02119",Boston,MA,02119,Shonte Davidson,President,(401) 714-4440,,shonte.mcdowell@gmail.com,,Limited Liability Company (LLC),No,2023,Less than 10,EL - Electrical Contractors,CN - Construction Management: Small Commercial Projects,,238210 - Electrical Contractors and Other Wiring Installation Contractors,541690 - Other Scientific and Technical Consulting Services,,39120000 - Electrical equipment and components and supplies,,
Aashka Company,Dance for Kids; Dance workshop for adults; Tutoring for kids; Performances; Event; Backpack drive; Christmas party; work for youths; Training,MWBE,,,No,No,"One Westinghouse Plaza Building D, suite 12, Hyde Park, MA 02136",Hyde Park,MA,02136,Mayolina Seguy,Mayolina Seguy (Co-owner)/ Lucie Daniel (Co-owner),(617) 287-8377,,aashkadance@gmail.com,WWW.aashkacompany.com,Non Profit,No,2012,Less than 10,"ED - Education (see also OS, TA)",RC - Recreational,ET - Entertainment/Entertainer,713990 - All Other Amusement and Recreation Industries ,339920 - Sporting and Athletic Goods Manufacturing,611710 - Educational Support Services,49210000 - Other sports,90150000 - Entertainment services,86110000 - Alternative educational systems
"And Still We Rise, LLC","We work with local governments, and other private and public organizations to further inclusion and belonging efforts, provide support to marginalized members, or reckon with events of racism, bias, or violence",MWBE,,,Yes,No,"800 Boylston Street, FL 16, Boston, MA 02199",Boston,MA,02199,Roberta Holmes,"Dr. Natasha Holmes, PsyD",(888) 572-0795,,info@andstillwerise.us,www.AndStillWeRise.us,Limited Liability Company (LLC),,,21 - 40,"COH - Consultants: Health, Psychological",COM - Consultants: Management,TA - Training (see also ED),541611 - Administrative Management and General Management Consulting Services ,611430 - Professional and Management Development Training ,541612 - Human Resources Consulting Services ,80110000 - Human resources services,80100000 - Management advisory services,80160000 - Business administration services
"Mission Advisory Investigative Group, LLC",Investigative Services and Executive Protection,WBE,SLBE,,No,No,"1834 Centre Street, Box 451, Boston, MA 02132",Boston,MA,02132,Gretchen Lundgren,"Gretchen Lundgren, CEO",(617) 302-6729,,gretchen@missionadvisorygrp.com,missionadvisorygrp.com,Limited Liability Company (LLC),No,2022,Less than 10,AT - Attorneys,,,561611 - Investigation Services ,,,46170000 - Security surveillance and detection,,
"Prestige Fire Protection Group, Inc.","Fire protection company, including design, installation, alteration, service and inspection of new & existing  water based fire sprinkler systems.",WBE,,,No,No,"P.O. Box 392, Carlisle, MA 01741",Carlisle,MA,01741,Sarah Fishlin,"Sarah Fishlin, President",(603) 801-5438,,sarah@prestigefpg.com,www.prestigefpg.com,Corporation,No,2023,Less than 10,"ME - Mechanical Contractors (HVAC, Plumbing, Insulation, Service, see also GC, PB)",,,922160 - Fire Protection ,,,46190000 - Fire protection,,
"Espen Technology, Inc.",Lighting Fixtures and Materials; Electric Vehicle Chargers,MBE,,,Yes,No,"12257 Florence Avenue, Santa Fe Springs, CA 90670",Santa Fe Springs,CA,90670,FELICIDAD OROZCO,Kanghong Zhang - President,(562) 529-2938,,forozco@espentech.com,www.espentech.com,Corporation,No,,21 - 40,"EO - Electronic Parts (Mgfs., Distrib., Assembly Service)",,,"423610 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",,,39110000 - Lighting Fixtures and Accessories,39120000 - Electrical equipment and components and supplies,
Suyana Media Productions,"Video Production for: narratives videos, tv commercials, corporate videos, events, social media, websites; Video Postproduction (Nonlinear editing, 2D-3D Animation, visual effects, color degrading, graphic design); Local Producer
",MWBE,SLBE,,No,No,"199 Chestnut Ave, Apt 1, Boston, MA 02130",Boston,MA,02130,Dolores Laganiere,Dolores E Laganiere / Producer,(978) 873-3010,,info@suyanamediaproductions.com,www.suyanamediaproductions.com,Sole Proprietorship,No,2023,Less than 10,TV - Television/Production,MK - Marketing,PG - Photography,512110 - Motion Picture and Video Production ,,,45130000 - Photographic and recording media,83110000 - Telecommunications media services,80140000 - Marketing and distribution
"CLC CONSULTING, LLC",Trauma-informed financial literacy; Credit education; Financial coaching; Credit counseling; Life insurance / annuities; Estate planning education; Fathers support groups; Parenting journey classes; Trauma-informed cooking classes; Early childhood mental health consulting; IEP advocacy,MBE,SBE,,Yes,Yes,"25 Morton Street, apt 108, QUINCY, MA 02169",QUINCY,MA,02169,Curtis Chambers,Curtis Lamar Chambers,(617) 938-2370,,info@clcconsulting.org,https://clcconsulting.org/,Limited Liability Company (LLC),,,Less than 10,"ED - Education (see also OS, TA)",COI - Consultants: Insurance & Financial,EC - Economic Development,624110 - Child and Youth Services ,611710 - Educational Support Services,624190 - Other Individual and Family Services ,93140000 - Community and social services,,
"LN Westgate, LLC",Business consulting; Supplier diversity consulting; Advisory; Procurement consulting; DEI consulting,WBE,,,Yes,No,"168 Arlington St, Marshfield, MA 02050-4620",Marshfield,MA,02050-4620,Lisa Westgate,Lisa Westgate,(774) 284-2397,,lisa@lnwestgate.com,lnwestgate.com,Limited Liability Company (LLC),No,2023,Less than 10,BU - Business Management Consultants,COM - Consultants: Management,CON - Consultants: Environmental,541611 - Administrative Management and General Management Consulting Services ,"541614 - Process, Physical Distribution, and Logistics Consulting Services ",541618 - Other Management Consulting Services ,80160000 - Business administration services,,
Praesidium Benefits,"Insurance brokerage firm, specializing in voluntary benefits",MWBE,SBE,,Yes,No,"One Gateway Center, Suite 650, Newton, MA 02458",Newton,MA,02458,Adrianne Limjoco,"Adrianne Limjoco, Managing Partner",(617) 658-7128,,alimjoco@praesidiumbenefits.com,https://www.praesidiumbenefits.com,Limited Liability Company (LLC),,,Less than 10,COI - Consultants: Insurance & Financial,IN - Insurance Agencies (see also COI),,524210 - Insurance Agencies and Brokerages ,524298 - All Other Insurance Related Activities ,,84130000 - Insurance and retirement services,,
"Greenleaf Environmental, Inc.","Environmental Contractor specializing in Asbestos abatement/remediation, mold remediation and selective demolition (interior demolition).",MBE,,,Yes,No,"49 Blanchard Street, Suite 200, Lawrence, MA 01843",Lawrence,MA,01843,Jorge R Villalta,"Jorge R. Villalta, President/CEO",(978) 685-8367,,jrvillalta@greenleafincorporated.com,www.greenleafenvironmentalinc.com,Corporation,,,11 - 20,AB - Asbestos Control,,,562910 - Remediation Services ,562219 - Other Nonhazardous Waste Treatment and Disposal ,,76100000 - Decontamination services,,
HestiaLiving Corporation,"We are a full-service real estate brokerage company providing services for Selling Residential and Commercial RE, Development, Acquisitions, Dispositions, Retail, Land, Office, and Industrial.",MWBE,,,Yes,No,"16 Benefit Street, 3R, Worcester, MA 01610",Worcester,MA,01610,Jasmine Ortiz,"Jasmine Ortiz, President",(774) 437-2503,,jortiz@hestialivingre.com,https://www.hestialivingre.com/,Corporation,,,Less than 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",,,531210 - Offices of Real Estate Agents and Brokers,,,80130000 - Real estate services,,
"Josephine's Baking Company, LLC","A variety of gluten-free cookies with no artificial colors, flavors, or preservatives.",MWBE,SBE,,Yes,No,"158 W. Elm Avenue, Quincy, MA 02170",Quincy,MA,02170,Lydda Gonzalez de Uribe,Lydda Gonzalez de Uribe - Founder & President,(617) 750-2788,,info@josephinesbakingco.com,www.josephinesbakingco.com,Limited Liability Company (LLC),No,,Less than 10,"FD - Food Products, Services",,,311821 - Cookie and Cracker Manufacturing ,445291 - Baked Goods Stores ,722515 - Snack and Nonalcoholic Beverage Bars ,50180000 - Bread and bakery products,,
"This Renaissance Woman, Inc. DBA Every Little Word","Content Marketing: Content Strategy, Content Writing, Social Media, Content Deployment",WBE,SBE,,No,Yes,"94 Cliff Street, Quincy, MA 02169",Quincy,MA,02169,Kristen Sweeney,"Kristen Sweeney, CEO",(727) 385-7535,,kristen@everylittleword.co,https://everylittleword.co,Corporation,No,2015,Less than 10,MK - Marketing,COE - Consultants: Editorial,,541613 - Marketing Consulting Services ,,,80140000 - Marketing and distribution,82110000 - Writing and translations,
Rhyne Civic Strategies LLC,Urban Design; City Planning; Land Use Planning; Policy Advising; Development Entitlement & Advising; Architectural Design,WBE,SLBE,,No,No,"6 Liberty Square, PMB #489, Boston, MA 02109",Boston,MA,02109,Kennan Rhyne,"Ms. Kennan Rhyne, Principal",(617) 446-3412,,kennan@rhyne.llc,www.rhyne.llc,Limited Liability Company (LLC),No,2023,Less than 10,COB - Consultants: City Planning,AE - Architects/Engineers,"COA - Consultants: Architecture, Engineering",541690 - Other Scientific and Technical Consulting Services,541310 - Architectural Services,,80100000 - Management advisory services,81100000 - Professional engineering services,
B. Williams Painting Company,Painting and papering contractors,MBE,SLBE,,No,No,"19 1/2 Mariposa Street, Hyde Park, MA 02136",Hyde Park,MA,02136,Bryant Williams,Bryant Williams,(617) 361-0134,,bwilliamspainting1@gmail.com,,Sole Proprietorship,Yes,1973,Less than 10,PA - Painting and Papering Contractors,,,238320 - Painting and Wall Covering Contractors,,,31210000 - Paints and primers and finishes,,
Nimblebot,Graphic Design; UI/UX; Software Development; Production/Post-Production/Video; Editing/Motion; Animation; Advertising; Strategy; Copy; Educational Content; Translation,MBE,SLBE,,No,Yes,"399 Boylston Street, Boston, MA 02116",Boston,MA,02116,Nadeem Mazen,"Nadeem Mazen, Owner & CEO",(617) 938-8881,,info@nimblebot.com,www.nimblebot.com,Limited Liability Company (LLC),No,2011,11 - 20,COD - Consultants: Design,COE - Consultants: Editorial,MK - Marketing,541430 - Graphic Design Services,512191 - Teleproduction and Other Postproduction Services ,,80140000 - Marketing and distribution,82140000 - Graphic design,45120000 - Photographic or filming or video equipment
5 Starz Transportation LLC ,"Providing 7D transportation in and around the city of Boston; Providing customized trips in and around the city of Boston. 
",MBE,SLBE,,No,No,"11 Oakwood Street, Dorchester, MA 02124",Dorchester,MA,02124,Shamel Shorter,Shamel Shorter,(774) 269-6157,,shamelshorter5@gmail.com,www.5starztransportation.com,Limited Liability Company (LLC),No,2023,Less than 10,SU - Suppliers,,,485410 - School and Employee Bus Transportation,485991 - Special Needs Transportation ,485999 - All Other Transit and Ground Passenger Transportation ,78110000 - Passenger transport,78140000 - Transport services,
Cambire Consulting ,"Financial, Administrative, and Grants Management Services ",MWBE,SLBE,,No,No,"152 Homestead Street, Boston, MA 02121",Boston,MA,02121,Elizabeth Sorrell,"Elizabeth Sorrell, CEO/Founder ",(857) 399-6533,,esorrell@cambireconsulting.com,,Limited Liability Company (LLC),No,2023,Less than 10,BU - Business Management Consultants,COM - Consultants: Management,,541611 - Administrative Management and General Management Consulting Services ,541618 - Other Management Consulting Services ,923120 - Administration of Public Health Programs ,80100000 - Management advisory services,93150000 - Public administration and finance services,
Caitlin Yoga Therapy,Yoga; Dance; Wellness; Health; Fitness,WBE,,,No,Yes,"38 Saint Rose Street, Apt 2, Boston, MA 02130",Boston,MA,02130,Caitlin Moore,"Caitlin Moore, Founder",(914) 274-1466,,caitlin.ab.moore@gmail.com,,Limited Liability Company (LLC),No,2021,Less than 10,RC - Recreational,,,713940 - Fitness and Recreational Sports Centers ,,,49210000 - Other sports,,
Jerrell Riggins Consulting LLC,"Business process improvement, project manangement, cybersecurity, and technical consulting.",MBE,,,No,No,"12 Peacevale Road, Boston, MA 02124",Boston,MA,02124,Jerrell Riggins,"Jerrell Riggins, Principal",(617) 990-7111,,jrigg@jerrellriggins.com,jerrell-riggins.com,Limited Liability Company (LLC),No,2022,Less than 10,BU - Business Management Consultants,COT - Consultants: Telecommunications,COM - Consultants: Management,541611 - Administrative Management and General Management Consulting Services ,541690 - Other Scientific and Technical Consulting Services,541618 - Other Management Consulting Services ,80100000 - Management advisory services,80160000 - Business administration services,
"Studio Kezia, LLC",Landscape Architecture,WBE,SLBE,,No,No,"22 Alicia Road, Boston, MA 02124",Boston,MA,02124,Kezia Ofiesh,Kezia Ofiesh,(857) 333-8876,,kezia@studio-kezia.com,www.studio-kezia.com,Limited Liability Company (LLC),No,2023,Less than 10,"LD - Landscaping (Design, Architects)",COD - Consultants: Design,"COA - Consultants: Architecture, Engineering",541320 - Landscape Architectural Services,,,81100000 - Professional engineering services,30120000 - Roads and landscape,72120000 - Nonresidential building construction services
"McCartney Interiors, Inc.",Finish Taping for Drywall,WBE,,,No,No,"3 Capitol Street, Suite 3, Nashua, NH 03063",Nashua,NH,03063,Mary McCartney,Mary McCartney,(603) 845-8317,,m.mccartney@mccartneyinteriors.com,,Corporation,Yes,1992,21 - 40,"PL - Plastering, Drywall Contractors",,,238310 - Drywall and Insulation Contractors ,238320 - Painting and Wall Covering Contractors,,72120000 - Nonresidential building construction services,30160000 - Interior finishing materials,
"Service Design Collective, Inc.",Computer Systems Design Services; Administrative Management and General Management Consulting Services; Research and Development in the Social Sciences and Humanities; Professional and Management Development Training; Executive Search Services; Civic and Social Organizations ,WBE,SBE,,No,Yes,"1627 Brisbane Street, Silver Spring, MD 20902",Silver Spring,MD,20902,Kathryn Jurick,"Kathryn Jurick, Partner",(860) 337-4464,,sdc@servicedesigncollective.com,servicedesigncollective.com,Corporation,No,2021,Less than 10,COD - Consultants: Design,COM - Consultants: Management,TA - Training (see also ED),541512 - Computer Systems Design Services ,541611 - Administrative Management and General Management Consulting Services ,541720 - Research and Development in the Social Sciences and Humanities ,81160000 - Information Technology Service Delivery,,
Golden Builder Construction Inc.,Residential and Commercial Renovation; Painting; Vinyl and Hardie Plank Siding; Roofing; Kitchen and Bathroom; Blueboard and Drywall Installation; Flooring,MWBE,SBE,,No,Yes,"859 Willard Street, Suite 400, Quincy, MA 02169",Quincy,MA,02169,tomasa pujol,Tomasa Pujol,(978) 857-2250,,tpujol@goldenbuilder.net,www.goldenbuilder.net,Corporation,Yes,2018,Less than 10,GC - General Contractors,RS - Residential Services,CA - Carpentry,236115 - New Single-Family Housing Construction (except For-Sale Builders) ,238320 - Painting and Wall Covering Contractors,238310 - Drywall and Insulation Contractors ,72110000 - Residential building construction services,,
The Perthshire House,Lodging House and Short Term Rentals,MBE,SLBE,,No,Yes,"55 Perthshire Road, Boston, MA, USA, Unit: B, Boston, MA 02090",Boston,MA,02090,Charles Mac Fadden,Charles Mac Fadden,(781) 742-5506,,theperthshirehouse@gmail.com,https://docs.google.com/document/d/1pJxCBg6hf5UPEi6w0CSIrhoTgZJ8we67cb1jVSzTsDw/edit,Limited Liability Company (LLC),No,2017,Less than 10,HM - Hotels/Motels,,,721110 - Hotels (except Casino Hotels) and Motels ,721191 - Bed-and-Breakfast Inns ,,90110000 - Hotels and lodging and meeting facilities,90110000 - Hotels and lodging and meeting facilities,
Redcon Security,Security guard; Patrol services; Video surveillance; Remote guarding; Camera installation; Access control; Concierge services,MBE,SLBE,,No,No,"361 Newbury Street, Boston, MA 02115",Boston,MA,02115,david console,David Console CEO,(857) 233-1068,,david@redconsecurityma.com,www.redconsecurityma.com,Limited Liability Company (LLC),No,2020,Less than 10,"SE - Security (Guards, Dogs, Systems)",,,561612 - Security Guards and Patrol Services ,561621 - Security Systems Services (except Locksmiths) ,812990 - All Other Personal Services ,46170000 - Security surveillance and detection,92120000 - Security and personal safety,
Golden Key Advisors LLC,"Carpentry Services; Floor Installation; Painting Services; Finish Carpentry ; Framing & Drywall; Masonry and Tiling Work; Cement Pouring; Renovation & Remodeling; Real Estate Consulting Services 

",MWBE,SLBE,,No,Yes,"769 Centre Street, Suite 161, Boston, MA 02130",Boston,MA,02130,Shari Betty,"Shari Betty, Operations Manager",(617) 383-9757,,service@goldenkeyadvisors.com,https://goldenkeyadvisors.com,Limited Liability Company (LLC),Yes,2023,Less than 10,CA - Carpentry,"FL - Floor Contractors (Carpet, Tile, Linoleum)",CN - Construction Management: Small Commercial Projects,236115 - New Single-Family Housing Construction (except For-Sale Builders) ,236116 - New Multifamily Housing Construction (except For-Sale Builders) ,236220 - Commercial and Institutional Building Construction ,72110000 - Residential building construction services,72120000 - Nonresidential building construction services,72150000 - Specialized trade construction and maintenance services
Kollective Global Communications Group,"Consulting, Public Relations, Communications, Professional Development, Media Relations, Public Speaking",MWBE,SBE,,No,No,"5 Winslow Road, Natick, MA 01760",Natick,MA,01760,Kristen Pope,"Kristen Pope and Kamara Daughtry, Partners",(305) 498-5947,,k.kglobalcommunicationsinc@gmail.com,,Partnership,No,2022,Less than 10,MK - Marketing,TV - Television/Production,COP - Consultants: Public Relations,541820 - Public Relations Agencies,541840 - Media Representatives,515120 - Television Broadcasting,55100000 - Printed media,83110000 - Telecommunications media services,45130000 - Photographic and recording media
Amaru,"Amaru provides recruitment, training, and strategy services to help organizations build equitable workforces. For job seekers, Amaru offers career coaching on personal branding, resumes, LinkedIn, interviewing, and salary negotiation.",MBE,,,No,No,"49 Haynes Street, 1, Boston, MA 02128",Boston,MA,02128,Arthur Natella,"Arthur Natella, Founder",(413) 595-1059,,arturo@goamaru.com,www.goamaru.com,Limited Liability Company (LLC),No,2021,Less than 10,COG - Consultants: Human Resources,COM - Consultants: Management,,541612 - Human Resources Consulting Services ,541611 - Administrative Management and General Management Consulting Services ,,80110000 - Human resources services,,
"WP Cleaning, Inc.",Janitorial Services; General Cleaning Services; Carpet and Tile Cleaning; General Restoration,MBE,SLBE,,No,No,"239 Dudley Street, Boston, MA 02119",Boston,MA,02119,Wellington Pena,Wellington Pena,(857) 313-9101,,wpcarpettileandgrout@gmail.com,,Corporation,No,2019,11 - 20,"MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",,,561720 - Janitorial Services ,,,76110000 - Cleaning and janitorial services,,
Triple Coast LLC DBA Ula Cafe,"Limited service cafe and restaurant - breakfast, lunch, coffee and pastries",,SLBE,,No,No,"284 Amory Street, Boston, MA 02130",Boston,MA,02130,Elizabeth Santos,"Elizabeth Santos, Co-Owner",(617) 524-7890,,beth@ulacafe.com,ulacafe.com,Limited Liability Company (LLC),No,2021,11 - 20,CT - Catering,,,722513 - Limited-Service Restaurants ,,,90100000 - Restaurants and catering,,
MXM Research Group LLC,Research and evaluation services; Technical assistance; Training,MWBE,SBE,,No,Yes,"158 Great Road, Unit J #447, Bedford, MA 01730",Bedford,MA,01730,Min Ma,"Min Ma, Founder and Principal",(617) 286-6235,,min@mxmresearchgroup.com,www.mxmresearchgroup.com,Limited Liability Company (LLC),No,2021,Less than 10,COM - Consultants: Management,TA - Training (see also ED),,541910 - Marketing Research and Public Opinion Polling,541720 - Research and Development in the Social Sciences and Humanities ,,81130000 - Statistics,86130000 - Specialized educational services,80100000 - Management advisory services
Porchlight Insights LLC,"Consulting on performance management; Strategic planning; Continuous improvement projects; Survey development, administration and analysis; Data cleaning and analysis; Data storytelling; Training and coaching focused on integrating data into decision-making; Employee engagement surveys and plan development",WBE,SBE,,No,No,"2918 Campbell Street, Kansas City, MO 64109",Kansas City,MO,64109,Kate Bender,"Kate Bender, Co-Founder",(816) 226-8278,,kate.bender@porchlightinsights.com,www.porchlightinsights.com,Limited Liability Company (LLC),No,2022,Less than 10,COM - Consultants: Management,TA - Training (see also ED),,541611 - Administrative Management and General Management Consulting Services ,541618 - Other Management Consulting Services ,611430 - Professional and Management Development Training ,80100000 - Management advisory services,,
"Nur Group, LLC","Consultation Services for for profit companies and non profit organizations in finances, management, data, accounting, and expansion. ",MWBE,,,No,No,"101 King Street, Boston, MA 02122",Boston,MA,02122,Sajda Ali,Sajda Ali,(774) 444-0044,,sajda@nur.ventures,nur.ventures,Limited Liability Company (LLC),No,2023,Less than 10,COM - Consultants: Management,COI - Consultants: Insurance & Financial,,541611 - Administrative Management and General Management Consulting Services ,541618 - Other Management Consulting Services ,541219 - Other Accounting Services ,80160000 - Business administration services,80100000 - Management advisory services,84110000 - Accounting and bookkeeping services
Radiate Wellness LLC,Yoga; Reiki; Therapy; Counseling; Meditation; Retreats; Trainings,WBE,SLBE,,No,No,"906 East Broadway, Apt 1, Boston, MA 02127",Boston,MA,02127,Krysta-Lyn Martinelli,"Krysta-Lyn Martinelli, Owner and Practitioner",(857) 202-8459,,hello@radiatewellness.co,www.radiatewellness.co,Limited Liability Company (LLC),No,2022,Less than 10,"COH - Consultants: Health, Psychological",,,446199 - All Other Health and Personal Care Stores ,,,85100000 - Comprehensive health services,,
David and Associates,"Accounting services to include bookkeeping, payroll, business consulting, and financial literacy ",MWBE,SBE,,No,No,"661 Main Street, Millis, MA 02054",Millis,MA,02054,Christina David,Christina David,(857) 389-0633,,cdavid@davidassociate.com,davidassociate.com,Limited Liability Company (LLC),No,2023,Less than 10,AA - Accountants,COM - Consultants: Management,FI - Financial Services (see also BA and COI),541219 - Other Accounting Services ,561499 - All Other Business Support Services ,"541990 - All Other Professional, Scientific, and Technical Services",84110000 - Accounting and bookkeeping services,93150000 - Public administration and finance services,
Dynamic 2Duo LLC,"Residential cleaning; Deep cleaning; Commercial cleaning; Post Construction cleaning; Move- In/ Move-Out cleaning; Airbnb cleaning; Restaurant cleaning; Organization; Laundry services
",MWBE,SLBE,,No,No,"867 Boylston Street, Suite 500, Boston, MA 02116",Boston,MA,02116,NaPorcha Patterson,NaPorcha Patterson Owner/founder,(617) 213-0170,,cleaning@spotlessduo.com,,Limited Liability Company (LLC),No,2024,Less than 10,RS - Residential Services,"MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)","JA - Janitorial Services/Supplies (see also MA, RS)",561720 - Janitorial Services ,,,76110000 - Cleaning and janitorial services,,
SW Consulting,"Consultations, Trainings, Workshops, Life Coaching",MWBE,SLBE,,No,No,"45 School Street, SUITE 202, Boston, MA 02108",Boston,MA,02108,Shavon Williams,CEO/Founder,(857) 919-5100,,swe@survivingwarriorsconsulting.com,survivingwarriorsconsulting.com,Limited Liability Company (LLC),No,2023,Less than 10,"COH - Consultants: Health, Psychological","ED - Education (see also OS, TA)",TA - Training (see also ED),813319 - Other Social Advocacy Organizations ,813319 - Other Social Advocacy Organizations ,,93140000 - Community and social services,,
TLE Center for Urban Entrepreneurship,"Job skills training and placement for soon to be released and previously incarcerated individuals; Workshops and courses for beauty entrepreneurs  (hairstylists, barbers, spa owners, etc.)",MWBE,,,No,Yes,"75 Arlington St., Suite 500, Boston, MA 02116",Boston,MA,02116,Tricia Young,Tricia Young,(617) 763-4958,,tyoung@tlecfue.org,https://tlecfue.org/,Non Profit,No,2015,Less than 10,"OS - Office Services (Clerical Support, Employment, Court Reporting, Typing, etc., see also EM)","EM - Employement (see also OS, TR)","ED - Education (see also OS, TA)",611513 - Apprenticeship Training ,561311 - Employment Placement Agencies ,611430 - Professional and Management Development Training ,86130000 - Specialized educational services,86100000 - Vocational training,86140000 - Educational facilities
